Text,labels
padam eppa pa waitingu serving soon ?,Non-sarcastic
Surya anna mass  Kerala mammootty Fans,Non-sarcastic
Sama Sama Sama Sama..... Movie hum ipadi iruntha Sama Sama Sama🥰🥰..luv u. Ravi bro,Non-sarcastic
0:59 UNKNOWN NUMBER ; enda mandaya maracheenga kondaya mara cheengala; number is visible 🤣🤣🤣🤣🤣🤣🤣🤣,Sarcastic
We all want Yuvan sir bgms,Non-sarcastic
திருவண்ணாமலை மாவட்ட கோணார்/ஆயர்/யாதவவர் இனத்தின் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,Non-sarcastic
Comments aah pakkum pothu tha therithu evlo peru padam pakka veriya irukangunu #hattsoff director,Non-sarcastic
Enna trailar sema padam marana hit kandipa nalla message sollum... Waiting thala,Non-sarcastic
DOP like kings man movie style,Non-sarcastic
காலா.காபலி.அசுரன்.பாரியேரும்.பெருமள் வந்த அப்பே பெத்தினுபோன சாதி வெறி இப்பே வந்து நொட்டுதே 🤣🤣🤣poda punda passagala ungaluku sprota oru padam varuthu ila adhan attam athigama iruku,Non-sarcastic
dei enna karumam da idhu ...xpected a lot...bharatha senjitan,Non-sarcastic
"அருமை தல, இறைவனை கோயிலில் மட்டுமே பார்க்க முடியும் உங்களை திரையில் மட்டுமே காண முடியும்  ஆனால் நீங்கள் எங்களை கவனித்து எங்களுக்கு எப்போதுமே சிறந்த விருந்து கொடுக்கிறீர்கள்.",Non-sarcastic
Yuvan Shankar Raja Musical,Non-sarcastic
500 thadavaiku male nkp trailer ah parthavanga mattum oru like podunga,Non-sarcastic
Inda padam maberum puratchi thanamaga vetri adiya vendugiven,Non-sarcastic
கயவர்கள்லால் மரைக்கப்படும் உன்மை வாழ்த்துக்கள் மோகண். G,Non-sarcastic
ஒரு குறும்பட இயக்குனரின் திறமைக்கு ‌கிடைத்த சரியான வாய்ப்பு...ஆதிக்கு‌ நல்ல வெற்றி கிடைக்கும்.,Non-sarcastic
Trailer Mirattalnu  ninaikuravanga  like podunga,Non-sarcastic
BIGGEST DEADLY HARDCORE DIE-HARD FAN OF THALA AJITH KUMAR FROM ENGLAND󠁧󠁢󠁥󠁮󠁧󠁿,Non-sarcastic
Oruthavanga mela viswasam kaatradhukaaga en innoruthora asinga paduthuringa?! Thala,Sarcastic
Ommalaaaa vangada eppo....ethu unmayave thalaivar pongal daa mavane...gethu,Sarcastic
A R RAHMAN Fans hit like,Non-sarcastic
Ipa 4peru varuvanga like bigil comments Jadanu  eppa dai mudiyala ovvoru teaser layum unga attuliyam,Non-sarcastic
Enanga da innum sila echainga kavin anna avan Frnds nu koo maari paesitu irukeenga,Non-sarcastic
Last la marana kalaai rajini ah 🤣🤣🤣,Sarcastic
இவ்ளோ சாதி மற்றும் வகையறா இருக்குனு இந்த கமெண்ட் ல வந்து பாத்தா தான் தெரியுது.......,Non-sarcastic
Vijay fans oombunga la...  Thotti payaluala...   🤣🤣🤣,Sarcastic
Telugu lo kuda release cheyyandi.....suriya fans waiting,Non-sarcastic
நாடார் சமூகத்தின் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,Non-sarcastic
Oruthar mela irukura visuvasathuku innoruthara yen asinga paduthiringa i think intha dialogue ellam fans kum suit agum,Non-sarcastic
Semaaa super Suriya Anna marana waiting..... love u lot na,Non-sarcastic
Chiyaaannnn.... Only for u... Vera level handsome hunk...,Non-sarcastic
super star na summava maranamass da,Sarcastic
Keka beka keka beka short film la idhu...,Non-sarcastic
Panathukkaga yedutha padam ellada ithu unga para p..... Adakka yedutha padam da ithu ethukku apparam paru yenga Ella saathiyum onnu serthu ungalukku irukkuda katcheri.ithu mudivu Ella ithu aarambam mattutha...,Non-sarcastic
Surya Anna From Telugu fans  Moviee pakka block buster pannungaa sai pallavi fans,Non-sarcastic
Like And Share Only For Myskin   Not For UNS,Non-sarcastic
sangathamizhan nu solllittu aprm ena maiiruku vijaya production mela hindi font varuthu.... karr thoooo.. echaa baadu,Sarcastic
Nalla ellam illai. Perusa onnum illai. Same BGM as Theri.,Sarcastic
தமிழின போராளி மருத்துவர் அய்யா அவர்களின் ஆசியோடு வெற்றி பெற வாழ்த்துக்கள்,Non-sarcastic
Palzya onara petai  part 2 apo varum..........?,Non-sarcastic
Yaaru da andha 9k dislikes uh,Sarcastic
Hindi me joldi dijiye..i love suriya,Non-sarcastic
motha jaathiveri pudicha koothiyanungalum inga thaanda irukeenga,Non-sarcastic
Thalivar pakka mass but am waiting for makkalselvan sethupathi annas mass,Non-sarcastic
Teaser hits 10 million views  #Kaappaan,Non-sarcastic
Funny Teaserrrrr Comedya iruku suriya semma comedy dialogue pesirukapla chancea illa avar herova aprm semma comediyana kuda irukan teaser kevalama iruku,Sarcastic
Anil Kunjunga Neruku ner Modha Mudiyama Fake Id la varanga . paaaaaaaaaaaavam sottapathi Yoda Anil kunjunga,Sarcastic
Last ah  na arasiyaluku varathu uruthi thalivar pesurathai inthu 96 ravi sollrathu ultimate,Non-sarcastic
முத்தரையர் சங்கம் சார்பாக படம் வெற்றியடைய வாழ்த்துக்கள் 🦁🦁,Non-sarcastic
thalapathi nadichaa veru sura Aana danush nadichaa asuraa da varuvaaru paaru,Sarcastic
அரசியல் - NGK ராணுவம் - Kaappaan விமானம் - Soorarai Potru🤩 Soorya on vera level track🤩🤩,Non-sarcastic
"Romba nallaiku appuram oru Goosebump Trailer , Asuran blockbuster hitaga Vaazthugiroam",Non-sarcastic
புதுக்கோட்டை மாவட்டம் வாரைவளர் வாராப்பூர் நாட்டு கள்ளர்கள் சார்பாக வெற்றி பெற வாழ்த்துகள்...,Non-sarcastic
Thala unkal acting parka saryana padam ithu vera level act thala masss gethu aa iruku thala,Non-sarcastic
"Colour tone semmaya iruku,cinematography vera level..",Non-sarcastic
Kidukkachi love u surya bro,Non-sarcastic
Inda pgm La la land movie la Piano music,Non-sarcastic
சேலம் மாவட்ட பாட்டாளி மக்கள் கட்சி மற்றும் வன்னியர் சங்கம் சார்பாக இந்த திரைப்படம் வெள்ளிவிழா காண வெற்றி வாழ்த்துக்கள்,Non-sarcastic
உனக்கு  என்னப்பா மாசத்துக்கு ஒரு படம் உன் இஷ்டத்துக்கு எடுப்ப,Non-sarcastic
Dei ennada panirukiga nadodigal en favorite film da. Ippadi karthu usi  over acting car scene lam adaii,Non-sarcastic
செட்டியார்களின் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,Non-sarcastic
Thalayum nalla Padam kudukkurar thalapathiyum nalla Padam kudukkurar. Sanda podama rendu perayum rasikkalame nanba,Non-sarcastic
2.0 Trailer Likes (24 hrs) - Tamil - 369k likes Hindi - 367k likes Telugu - 143k likes  Total - 879k likes,Non-sarcastic
Comments section la irrukura angali pangali ellam like pottutu ponga,Non-sarcastic
irumugan maathiri irukku          voice aa  sonnaen,Sarcastic
41K likes left for 500K likes,Non-sarcastic
#JeyamRavi sir  #Hiphop_aadhi bro ... மொத்த 90'ஸ் கிட்ஸ்சும் Aug15th தியேட்டர்ல தான் இருக்கப்போரோம்..!!  #Comali.  Vera level trailer bro,Non-sarcastic
Viswasam trailer needs 20k likes to reach 1.4m likes,Non-sarcastic
அஞ்சாதே+யுத்தம்செய்+பிசாசு அப்டியே கொஞ்சம் துப்பறிவாளான் எல்லாத்தையும்  மிக்ஸ் பண்ணா #சைக்கோ... நல்லா வருவீங்க..!!,Sarcastic
Thalaiva aaaaaaa final seen mine god,Non-sarcastic
come on surya fans 10 million views,Non-sarcastic
En da Sunni enga thalapathy paathu oombava sirikara komma punda,Non-sarcastic
kadaisila sonna oru vaarthaiku ajith pera vechu sildrathanam pandra ella naaikum serupadi maari iruku,Sarcastic
I I yo Ethu Nalla Erukke,Non-sarcastic
Energy level super rajinikanth gurava 🤘🤘🤘🤘🤘🤘,Non-sarcastic
Arya Sashesha Kaapan Shooting la thaan MARRIAGE PANI MUDIVU PANI ERUPANGALO,Non-sarcastic
Hi  very. Super. Trailer move,Non-sarcastic
paka thana pora intha kali oda attahatha... thalivaaa,Sarcastic
Yarelam bigil trailer pathutu apdiye mersal pathutu Inga vanthu theri pakrenga 🥰🥰,Non-sarcastic
திரௌபதி படம் நாடக காதல் என்றால் என்ன   அது எப்படி அரங்கேறுகிறது அதன் தீமை என்ன என்பதை மிகவும் துணிச்சலாக உண்மையாக கூறி உள்ள படம்.,Non-sarcastic
Vena di penne song ku wait pandravanga like pottu ponga,Non-sarcastic
give like if movie is going to blockbuster,Non-sarcastic
thala enaikkumae oru pheonix parva da yaralaiyum epavum alikka mudiyathu,Non-sarcastic
நீங்க சொன்ன ஒவ்வொரு  வார்த்தையும் இந்த சலுகையில வாழுர  Bc -30% MBC -20% Oc -10%  Sc-15% ScA--3% St-1%    நாயகள செருப்பால அடிச்சா மாதிரி இருந்துச்சு நண்பா   ( உங்களுக்கு எப்போ தான் டா அறிவு இங்கிறது ஊருகா அளவுக்காச்சும் வளர போகுது 🤦),Sarcastic
பொன்னியின் செல்வன் பிரகாஷ் ராஜ் - சுந்தர சோழன் அரவிந்த் சாமி _ ஆதித்த கரிகாலன்  மதுராந்தகன் - அருன் விஜய் சிம்பு - அருள் மொழி சோழன் விஜய் சேதுபதி - வந்திய தேவன்,Non-sarcastic
Vera leval thalaivaa ne epavame mass than,Non-sarcastic
Na thalapathy veriyan thalaivar na summava mass,Non-sarcastic
vera leval   dhanudh   vetri maran  gvp   combo,Non-sarcastic
Mass na Marana massu da  Thalapathy fans,Non-sarcastic
Super star rajinkanth mass Ne Oru loose,Sarcastic
Dai vaanga daw zero trailer paathingala,Sarcastic
varala vaaaaa  thalaivaaaaaaa         bairavaaaaaaaaaaaaa,Non-sarcastic
Anandhi pesura dialogue yaruku advertisement mari theriyudhu?,Non-sarcastic
Thalapathy'ians Freeze At 1:14....Kushi And Kadhalaukku Mariyadhai,Sarcastic
Idhellam Oru padam....kaari thuppavendiya padam....innum unga sadhi Veri adangadha da...innum ethana kolaigalaium aniyayangalayum seiyya kathukkittu irukkennga da....kedu ketta padamnu per varadha pogudhu.....manusanga Kari thindravanagala..sathiya valathu ennatha da sadhikka poringa? Modhalla manisana vazhungada....ippa yaaruda padikkama irukkanga? Soldra vasanangalla artham irukkudha? Veri pudichavangala chi.....,Non-sarcastic
Vera level trailer thalaiva vettrimaran sir super,Non-sarcastic
Latest trend in tamil cinema.1)padam arasiyala kalaaikanum or 2)sex scenes niraya irukanum.thuu.,Sarcastic
"Indha padam vetri adaya seyvom, seekiramaga release seyyunga Itharkkagathan kaathu kondirukkiren, eppo parthalum dravida echangalukku brahmananai izhivu paduthuvathey velayagi vittathu.. I am Brahmin,tamilan and indian",Non-sarcastic
Agalathey paatu kku aprum vanthavanga like aa pottu viduunga nu comment panna vanthavanga oru like a podunga,Sarcastic
As A Thalapathy  Fan..  Goiyaale..  Padam Kandippa Block Buster daa!,Sarcastic
Siripana tharamana sambavangala inime namma NGK kattuvaru let's wait,Non-sarcastic
Ppppaaa Namma sankar padam Tamil sinimavaye Tollywood vs Hollywood varaikum thyrimby paka vaikapoguthu Thank u sankar Sir,Non-sarcastic
Comment padhne ki aadat kis kis Ko hai like kro   Like here,Non-sarcastic
"இது 96,  அடப்பாவி 23வருசமா ஒரே பஞ்ச் டயலாக்தானா........",Sarcastic
Ravi : 16 varushathuku munnadi epadi irunthom  90's kids be like : athey vera en pa nyabaga paduthura manasellam punna kedaku..,Non-sarcastic
"Appadiyea! , padaiyappa 2 edutha nalla irukum",Non-sarcastic
உலகத் தமிழினத்தின் தந்தை மருத்துவர் அய்யாவின் ஆசியுடன் பெண்ணினம் காத்த மாணவியர் வழியில் தமிழ் தாய்க்குலம் காக்க வருகிறாள் தமிழ்த்தாய் திரௌபதி.,Non-sarcastic
Dai ennangada oru sports padam vanthuchuna varusiya verum sports padame varuthu,Non-sarcastic
Padam nalla odum....bigil oothikum...athukku unga trailer sooper,Sarcastic
Siruthai siva Apdiye DIRECTOR odadha vaangi madakku madakku nu kudi unnaku DIRECTION varudhaanu paapom,Sarcastic
Ennada padatha eduthu vechirkeenga mayiru mari,Non-sarcastic
Friends remake solli evlo pesuninga antha vali ippa varum da,Sarcastic
Nenka irukura varaikum unkala yarum asaika mudiyathu thalaiva,Sarcastic
Ayan padam maari eduthurukalam.. Politics vendaam,Non-sarcastic
antha 96 scene sema ha ha ha...,Non-sarcastic
அசுரன்கிட்ட செருப்படி வாங்குன கையோடா போயி படம் எடுத்துட்டான் போலருக்கு,Non-sarcastic
Suriya annan is coming with a bang,Non-sarcastic
Romba nalaiku apram thalaivar old way semma,Non-sarcastic
really hats off thala....romba kasta patrukinga intha udamba vachutu...but trailer teaser alavuku ila...please  romantic scenes matum kuda hair dye adinga...paaka mudila..... best of luck,Sarcastic
Yaru ellam thalaivar padhathuku marana waiting.........,Sarcastic
Indha padam teaser eh romba jolly ah irruku.sikkiram release pannunga,Non-sarcastic
Kandipa Movie Flape nu thariuthu confirm Movie Flap nu Nanikuravanga like,Sarcastic
Trailer pakum bodhu elllam avan seyal madhiri iruku.but film konjam conspet vera mari irukum nu ninaikurean  Wait panni papom,Sarcastic
Ethu trailer ah ila serial ah,Non-sarcastic
Hip hop athi Anna fans Ellarum like podunga,Non-sarcastic
Varlam varlam va varlam va Thalaiva,Non-sarcastic
"தமிழர்கள் நாம், அனைவரும் ஒன்று சோர்ந்து நம் பொது எதிரியை எதிர்க்க வேண்டிய நேரத்தில், இப்படி ஒரு படம் வேதனையளிக்கிறது,   தமிழ் வாழ்க தமிழினம் வாழ்க",Non-sarcastic
Starting la sun picture kalanidhi maran than start agum indha padathula mattum Vera mathiri iruku,Sarcastic
#CSK #CSK #CSK Enaku apdi thaan kekuthu opening la...🤣,Sarcastic
Iswarya menon vera level  1:27 red dress la semmaya irukka,Non-sarcastic
படம் வெற்றியுடன்  வாழ்க வளமுடன்  நன்றி தமிழ் மக்களே,Non-sarcastic
sivagangai seema veera mutharaiyar sarpaka valthukkal Nanba,Non-sarcastic
1 M like varathukku help pannunga,Non-sarcastic
சொல்லவே வேண்டாம் படம் மொக்கயாத இருக்கும் .... சாதி பாத்துலாம்... சொல்ல...  சாதி வைத்துதான் ஓடும்... நானேபோய்  பார்பேன்... உண்மையில் என்ன பிரச்சினை என்று பார்க்க..,Non-sarcastic
Enada thalaivan VJS oru thadava tha kaatirukinga  Avara paaka thanada mukka vaasi per padathuku povo,Sarcastic
Adichi oda da atha oda da atha oda da atha oda da atha oda da atha oda da atha oda da atha 🤣🤣,Sarcastic
Apdilam nadakathu nadaka kudathuvera lvl thala,Sarcastic
Marana mass karthi broo ninga vera level,Sarcastic
Karthik subburaj MASS katta poringa pola,Non-sarcastic
Aaahhhhh..... Pullarikkithu ya...... Semmmaaaaaaa Kaathiruppom may 31,Non-sarcastic
Veripuducha directer ippo thanda Ellam Onna irukum unnakelam manasachiya illayada nayyae. Ippadi jathiya thirumba konduvarrapakuriya da Nee,Non-sarcastic
Luv u SoMuch Thalaaaaa.... Feel To Hugggggggggggggggg u Thalaaaaa... wat a eyes wat a stylsih Every expression rockzzzzzzz...,Non-sarcastic
Summa therika vittu irukanga... Love u surya,Non-sarcastic
After bigil trailer??? Thalaaaaaaaaaaaaaa than mass,Non-sarcastic
Nariya comment bigil ah illa kaidhiyanu varuthu ana Ella commentlayum like entha padam vaikurangalo athu tha majority ah iruku,Non-sarcastic
199K likes left to reach 1M likes,Sarcastic
",படம் வெற்றி பெற தேவேந்திரகுல மக்கள் சார்பாக வாழ்த்துகிறேன்",Non-sarcastic
Dei siva onnu bike ooturan illa car ooturan adha vitta gun eduthu scene poduran  Enda vera edhum theriyatha avanugu illa unagu theriyatha  Ella dialogue copy poda dei,Sarcastic
இந்த வீடியோவில் பதிவிடும் அனைவரும் ஐய்யனுக்கு சூத்திரன் தான்... உங்களுக்கு எல்லாம் அவன் வீட்டில் தண்ணி குடிக்க கூட தனி குவளை தான் இன்றைக்கும்... நீயே வேறு ஒரு ஜாதிக்கு அடிமை..,Non-sarcastic
VANDHA RAJA VADHA VARUVEN .......STR DAAAAAAA,Non-sarcastic
haath to face se bhi bade kar diye!!!!!,Non-sarcastic
"ஈனப்பிறவி ஈவே ராமசாமியையும், அருவருக்கத்தக்க அம்பேத்கரின் கொள்கைகளையும் தலித்துக்கள் தலைமுழுகும் வரை அவர்களுக்கு சமூக அந்தஸ்து கிடைக்காது.",Non-sarcastic
Enna Da kaatuthanama trailer cut pannirukeenga original agmark psycho Padam polarukke... Paduthulayavuthu ethavuthu vasanam irukka.. illa Beethoven album cover background pottu mudichuruveengala... Enna udayanidhi thaan set aavaranu therla.. let's see... But tharamana trailer nalla muyarchi... Valthukkal...,Non-sarcastic
U1 tharamana sambavam aug 10 apa papinga,Non-sarcastic
காப்பான் மக்களை உண்மையில்..... நடிப்பின் நாயகன் #SURIYA..... Suriya.... A Complete Actor #Mohanlal....,Non-sarcastic
Ellam ok intha mugamoodi mathiri irukathunu ninaikiren,Sarcastic
என் இனத்தின் குல தெய்வம் திரௌபதின் வருகைக்காக காத்திருக்கேன்.மோகன் அண்ணா,Non-sarcastic
I think kangana ki jagah sonakshi fit hoti iss role me..,Non-sarcastic
ultimate combo no words to say its rockingggggggggggg,Non-sarcastic
Kola masssu thalaivaaa next movie ku waiting.... Sleva ragavan bro ithu enna modern pudhupettai yaa maasu bro,Non-sarcastic
Ena da apo apo viswasam theme varudhu,Sarcastic
insaan ki prajati ko hokya raha hai 🤣🤣🤣🤣🤣,Non-sarcastic
hit movie list laa vachikonga guys,Non-sarcastic
Karthike ivlo mass ah apa Vijay ku Telugu padam pola irukum polaye,Sarcastic
Thalaya yaralaum control panna mudiyadhu daaaa,Sarcastic
Nalla thaan irukku...but vivasayam puratchi arasiyal...orey nachu nachunnu...Vijay ajith surya...ennangada nadakkuthu...,Non-sarcastic
Aiyooo thookam kuda varamatikidhu da.. Thala ya paathute irukanum pola oru feel uh,Sarcastic
"Dai 23,000 dislikes yentha Fu.......da pottan",Sarcastic
படம் பாத்துட்டு ட்ரைலர் பாக்குறவங்க ஒரு லைக் 🤗,Non-sarcastic
thala unga uzhaipu vinna povula thala ivulavum pannadhu unga uyru fans kaga thaana thala rombha thanks,Non-sarcastic
2:9 yogi babu anna hair style engada...,Non-sarcastic
Semma mass bro ippadi patta stroy ah eluthi mattum edunga bro padam vera level verithanam bro,Non-sarcastic
Rajni wid Nawaz... Too much fun,Sarcastic
Pondey vs Thala ....enna vangi kattika poraru pondey.....poruthurunthu parpom,Sarcastic
i just gave down vote :),Sarcastic
She looks like motu ( cartoon),Non-sarcastic
Kekka bekka short film movie da  Nan sirthal  Padam mokka iruku da,Sarcastic
"Ippaulla, kaalathukku, kanndippa theva inthamaari, padam,",Non-sarcastic
Sema movie.. yethana murai vendumanaalum pakalam.,Non-sarcastic
Vidya balan yeh role best kar sakti thi,Non-sarcastic
250k likes to go.....Yaralam waiting 🥰,Non-sarcastic
Mute seidhu paarungal..pongal trailerai kondadungal..tharumaaru thalaivar,Non-sarcastic
panggaaligala 2 million likes varanum innum vegama like ah therika vidunka,Sarcastic
Ennada edho robo Mari orey tone le pesura trailer fulla,Sarcastic
Thala sema mass waiting for 1m likes,Non-sarcastic
Yarellam viswasam trailer pathutu thalaivara pakka vanthinga,Non-sarcastic
நாயுடு நாயக்கர் இன மக்கள் சார்பாக இந்த படத்தை வரவேற்கிறோம்,Non-sarcastic
Ellam ok aana aunty vayasu agura kajal agarwala teenage ponnu podra dressa poda vackirukingale atha dhanda thankika muudiyala,Sarcastic
இந்த title சிலை கடத்தல் தொடர்பாக இருந்திருந்தால் நன்றாக இருந்திருக்கும்.,Non-sarcastic
படம் வெற்றி பெற பொண்ஜாதி நண்பர்கள் சார்பாக வாழ்த்துகள்,Non-sarcastic
Silirkavachutinga thalaiva  Vera level thalaiva.... great job Sankar sir ...,Non-sarcastic
தென் சென்னை  வன்னியர் - முதலியார்  கூட்டமைப்பு.  சார்பாக வாழ்த்துக்கள்,Non-sarcastic
Serial Mathiri irukku padam plappu than,Non-sarcastic
Vidya vox full sex video,Sarcastic
Ulla porathukku munnani enna pannittirdhennu therituma ?....   Vere level,Sarcastic
Ye mujhe dhekna hai link se Karo na please,Non-sarcastic
எத்தனை காலம் தான் ஏமாற்றுவாய் இந்த நாட்டிலே...!! விரைவில் பிற்படுத்தப்பட்டோர் புரட்சி...!!!!!! தோழர்கள் கதருங்கள்....,Sarcastic
Wait and see ok.    ...,Non-sarcastic
its awesome         i cant wait thalaivaaaaaaaaaa,Non-sarcastic
Ee trailer malli malli replay chestundhi Rajni meeda abhimanam tho kadu Shankar sir meeda prema tho,Non-sarcastic
"Indha Kadhai la Hero yaaru Villain yaaru... Orae kolapamaa iruke !?!? But mass movie 4 combo (ArunVj , STR , VJs , AravindSwamy)",Non-sarcastic
Thalaiva u r simply superb Indian super star,Non-sarcastic
neraya neraya neraya neraya neraya what a  performance voice Vera level.,Non-sarcastic
Ithan highest peak aah irukum Dhanush anna ku,Non-sarcastic
Pakka mass thala thala than,Non-sarcastic
"Why this movie given 12k dislike...?, Brooo",Sarcastic
Intha Manusunaku Age Agutha illaya? Onnumey Purila pa,Sarcastic
Remake of pink  movie ..,Sarcastic
Vara level mass trailer H. VINOTH,Non-sarcastic
Thala Phoenix Paravai !!!! Poradameh avan pogamaatan !!! YOU WILL SEE MY RAGE !!! PHAITIYAM PUDIKIRA MATIRI IRUKE !!!!! THAALLAAAA SIKIRAM VANGA !!!!!,Sarcastic
Dhanush Vijay and rajinikanth veriyans hit like here,Non-sarcastic
"Dhanush anna kazhuthula ruthrasha kotta illa, karuppu kairu mattum irukku, avuroda pasangalukum athey maari kairu kazhuthula iruku",Sarcastic
Thalaivar verithanam... Look like 90s rajini,Sarcastic
Last music ayiruthil oruvan music Mari irukunu nenachavanga hit like,Non-sarcastic
Super ....   Movie nalla iruka ilayanu parunga da... record bead panirum nu unlike poduringalea,Sarcastic
Asuran trailer 2M good good,Non-sarcastic
Oruthavar mela viswasam kaatrathukaga inneruthavar mela yaan asingapaduthuringa,Sarcastic
Must must increas views n likes,Non-sarcastic
"Marana mass waiting thalaivaa ...  pakka dialogue, semma trailer...",Sarcastic
Kgf miss panniten...na theatre la pakka pora 1st kannada film ASN ah iruka pogudhu,Non-sarcastic
இனி இது மாதிரி அதிகமான படம் எடுக்கனும் . மக்களே விழித்துக்கொள்ளுங்கள்...,Non-sarcastic
I m frm Karnataka I m big fan of Thala rocking,Sarcastic
நான் வெளி நாட்டில் பணி புரிகிறேன் படத்தை வெளி நாட்டிலும் இயக்க வேண்டும்,Non-sarcastic
21ம் நூற்றாண்டின் மிகச் சிறந்த காவியம் பல லட்சம் தமிழ் அப்பாக்களின் மனக்குமுறல்கள் வெளிக்கொணர்ந்த அருமையான படம் மாபெரும் வெற்றியடைய தமிழ்நாட்டு அப்பாக்களின் சார்பாக வாழ்த்துக்கள்,Non-sarcastic
Padathoda cg pathi pesunavankaluku sariyana adi,Sarcastic
Like   If you think its look like Muhamoodi,Sarcastic
Thumbnail la bhairava Vijay mathiri irukkaru Surya,Non-sarcastic
Pubg pr y song sunkr kon kon aya hai,Non-sarcastic
Ennamo plan panranunga.. Sollunga da 🤔,Non-sarcastic
Superraa eirrikku thalaiva          ##  Petta paraak ##,Non-sarcastic
55K likes left for 600K likes,Non-sarcastic
Thirumba trending #1 vandha eppadi irukkum?,Sarcastic
Suriya Vs chiyaan vikram  Kaapaan Vs kadaram kondan  Vikram fan's hit like here  Suriya fan's reply me,Sarcastic
"Had no idea, we'd get an indian power rangers movie, this soon",Sarcastic
hello en yuir vijay anna sema mass awesome,Non-sarcastic
It looks like Hindi movie amitab bachan,Non-sarcastic
"sorry gv பிரகாஷ் பாடல்கள் பெருசா எடுபடல, ஆனால் விஜய் படம் என்பதாலும் அட்லி இயக்கம் என்பதாலும் படம் சிறப்பாக இருக்கும் என்று நினைக்கிறேன். குறைந்தபட்சம் background score சொதப்பாமல் இருந்தால் ok!!!!!!!!",Sarcastic
Rangaraj pande... Objection lam alavoda vachuka,Sarcastic
Anna nuvvu kottu super hit Ikkada andhraaaa Helo bros hit like here,Non-sarcastic
"உங்கள் உள்ளுணர்வு பின்பற்றுங்கள் உள்ளுணர்வு தான் உங்களுக்கு சரியான வாழ்க்கைத் துணையை தேர்ந்தெடுக்க வழிவகை செய்யும்.  பொருத்தமான இருவருக்கு நடுவே உண்மையான காதலோடு, அந்த உணர்வோடு அமைந்தால் தான் அந்த வாழ்க்கை சிறப்பாக இருக்கும்.  இதுபோன்ற விழிப்புணர்வு படங்கள் பத்தாது. அவர்கள் அவரவர் வாழ்க்கையை பற்றிய சுய அறிவை வளர்த்துக் கொள்ளுங்கள்.",Non-sarcastic
"Ithu, Hindi movie 'pink' remake pannathu.",Sarcastic
dislike pannavan ella vettu pombalayanga pavam etha mathiri porikki kuda vechi irukkurathukku,Sarcastic
Dislike pottavan ratham khaki dha savan,Non-sarcastic
D genius Selvaraghavan is back,Non-sarcastic
Vera level da yeppa.. Marana waiting..,Non-sarcastic
Super Ravi uncle  My ultimate hero,Non-sarcastic
vjs anna samma mass trailer... so cute vjs anna,Non-sarcastic
Back to Form... Vikram.. loved it..,Non-sarcastic
"Suppar.  Aiya I am sri Lankan fan niroshan,",Non-sarcastic
Vidhya balan ku role eh illa,Sarcastic
இப்பவாவது நாம் ஒற்றுமையுடன் இருந்து நமது சமூகம் முன்னேற்றம் அடைய நாம் அனைவரும் பாடுபடவேண்டும்.,Non-sarcastic
நீண்ட நாள் கழித்து தியாகராஜன் மேஜர் கௌதம் செம,Non-sarcastic
Varaa porendaa THALA MASS MAGIC SUPER STAR AJITH Kumar,Non-sarcastic
Sivakarthikeyan Anna fans like pannunga,Non-sarcastic
Nice trailer. Plz dub in Hindi,Non-sarcastic
நடிப்பின் நாயகன்  marana mass iam waiting thalaiva,Non-sarcastic
semma chance illa thalaiva super trailer,Non-sarcastic
Iruku oru tharamaana sambavam inne iruku,Non-sarcastic
Iam prabhas die hard fan. & Surya sir fan also. Iam waiting saaho & kaappaan,Non-sarcastic
Suriya & Lalettan fans hit like,Non-sarcastic
Dhanush Oda oru getup paatha maayi sarathkumar mathiri iruku...,Sarcastic
பரமத்திவேலூர் சுற்றுவட்டார வன்னியர் சமூக மக்கள் சார்பாக திரௌபதி மாபெரும் வெற்றிபெற வாழ்த்துகள்,Non-sarcastic
சும்மா அள்ளுது... தலைவா லவ் யூ..!!!!!! செம்ம... <3 <3 <3 <3,Non-sarcastic
Proud to be Surya fan.........Surya Surya Surya..........I keep says your name till infinity,Non-sarcastic
தொல் திருமா குருமா  தேவிடியா பையன் பாய்ஸ் இருக்கிங்களா இருந்தா வந்து இங்க கமெண்ட்ஸ் ஆஹ் செக் பண்ணிட்டு போங்க தேவிடியா பசங்களா    நாடக காதல் புண்டைகளுக்கு ஆப்பு திரெளபதி படம்  மாபெரும்வெற்றிஅடையும்,Sarcastic
"அவன் கட்டினாலும் அவள வேல தான் வாங்க போறான் ,நீ உன் ஜாதியில பாத்து கட்டினாலும் அவனும் அவள சம்பளம் இல்லாத வேலைக்காரியா, புள்ள பெக்குற மிஷினாதான் பாக்க போறான்.  அதுக்கு எங்க போனும்னு அவளே முடிவு பண்ணிட்டு போகட்டுமே நாயே.  நீ யோக்கியனா இருந்தா எந்த ஆணையும் நம்பி வாழாம சொந்த கால்ல நிக்க சொல்லி குடு.  அவளுக்கு வேணும்னா கல்யாணம் பண்ணட்டும்.",Non-sarcastic
Ithu enna sarkar 2 va.....,Sarcastic
#300K Likes on You Tube,Non-sarcastic
Kangana is looking is so beautiful,Non-sarcastic
No chance. Trailer vera level. Kandippa hit tha. But deepavali appo release pannadhinga kandippa odathu .Ena Bigil anniku tha release aagudhu.,Non-sarcastic
