Text,labels
Mavoist inte appane vare kollum nammade ikka #LIKE BUTTON ADICHU PWOLIK IKKAK VENDI,Non-sarcastic
വിനീത് ശ്രീനിവാസൻ  ഉണ്ടെങ്കിൽ  പടം  പൊളിയാവുമല്ലോ,Non-sarcastic
Pirates of the Caribbean.! ഒരു മലയാളി അവലോകനം...!!,Non-sarcastic
Ethinu unlike adicha haters movie release akumbooo kandam vazi odan rediyayikkkooooooo....ettan fan....,Non-sarcastic
Njan oru ettan fana but look oru reksha Illa ella suportum undavum,Non-sarcastic
Ettimani thakarkkum lalettan polichadukkum onathinu verarum aduthu polum ethilla urappu,Non-sarcastic
Happy birthday mammookkaaaaaaaaa Ilove you   Ganagandharvan waiting,Non-sarcastic
Trailer കാണുന്നതിന് മുൻപ് ഇതൊരു കോമഡി പടമാണെന്നു കരുതിയവർ ലൈക്‌ അടി.,Non-sarcastic
ഇങ്ങനേയും പറ്റിക്യമോ സാറേ  എഡിറ്റിംഗോഡ് എഡിറ്റിംഗ്,Sarcastic
"Usha udup paadiya ""lucifer anthem"" ethanu? Padathil kandilallo.. Arkenkilum ariyo..?",Non-sarcastic
ഇതൊക്കെ സ്കൂൾ പിള്ളേരോട് പോയി പറ സാറെ  dialogue frome#BIG BROTHER#lalettan,Non-sarcastic
stock roomil stuck aaayi freezing room,Non-sarcastic
Ahaa hahaha ha.... Nte ponnikkka mutheeee,Non-sarcastic
"നന്നായിട്ടുണ്ട്, എന്നാലും ചില ഭാഗത്ത്    സ്ഥിരം step ഒഴിവാക്കാമായിരുന്നു.",Non-sarcastic
ജയചന്ദ്രന് ശ്രേയയെ വിട്ടൊരു music ഇല്ല.. എത്ര നല്ല പാട്ടുകാർ നമ്മുടെ നാട്ടിൽ ഉണ്ട്... കഷ്ടം.,Sarcastic
ഇത് pirats ഓഫ് caribian annu bri,Sarcastic
ethre vattam kettalum pinnem kelkkan thonunnu.its like a drug [addicted],Non-sarcastic
മാമാങ്കത്തിന് കണ്ണു വെക്കാതെ ഇരിക്കാൻ ആണോ ഈ പാട്ട്,Sarcastic
നിനക്ക് ഇനി മലയാള ഇൻഡസ്ട്രിയൽ കിടന്ന് പോളക്കാൻ പറ്റോന്ന് തോന്നുന്നുണ്ടോ ബോസ്സേ അസുര താണ്ടവം,Sarcastic
"ഒരു തവണ ഞാൻ ഈ സിനിമ കണ്ടു. ഇനി ഫാമിലിയായി ചെന്ന് ഒരു തവണ കൂടി കാണണം, സൂപ്പർ സിനിമ ....",Non-sarcastic
17k views in 1hr 10k cmnts,Non-sarcastic
പ്രതീക്ഷ മുയ്മൻ തകർത്തൂലോ... ഫാൻസുകാർക്കപ്പുറം എത്ര പേർ കാണുമെന്ന് കണ്ടറിയണം. ഭാസ പൈസ കളയാതിരിക്കട്ടെ,Sarcastic
നിവിൻപോളി കട്ട ഫാൻസ് ലൈക്കടിക്ക് .ഒപ്പം എൻറെ ചാനൽ സബ്സ്ക്റൈബ് ചെയ്യൂ,Non-sarcastic
ഉയിരിൽ തൊടും തളിർ  വിരലാവണേ നീ.. അരികേ നടക്കണേ.. അലയും  ചുടുകാറ്റിനു കൂട്ടിണയായ് നാമൊരു നാൾ കിനാക്കുടിലിൽ  ചെന്നണയുമിരുനിലാവലയായ്..  ആരും.. കാണാ… ഹൃദയതാരമതിൽ  ഉരുകി നാമന്നാരും.. കേൾക്കാ… പ്രണയാജാലകഥ  പലവുരു പറയുമോ…  ഉയിരിൽ തൊടും കുളിർ   വിരലായിടാം ഞാൻ..  അരികേ നടന്നിടാം.. അലയും  ചുടുകാറ്റിനു കൂട്ടിണയായ് നാമൊരു നാൾ കിനാക്കുടിലിൽ  ചെന്നണയുമിരുനിലാവലയായ്..   ആരും.. കാണാ… ഹൃദയതാരമതിൽ  ഉരുകി നാമന്നാരും.. കേൾക്കാ… പ്രണയാജാലകഥ  പലവുരു പറയുമോ…  വഴിയോരങ്ങൾ തോറും  തണലായീ പടർച്ചില്ല നീ… കുടയായ് നിവർന്നൂ നീ  നോവാറാതെ തോരാതെ പെയ്‌കേ.. തുഴയോളങ്ങൾ പോൽ നിൻ  കടവത്തോന്നു ഞാൻ തൊട്ടു മെല്ലെ കാറ്റേ ചില്ലയിതിൽ വീശണേ കാറേ ഇലയിതിൽ പെയ്യണേ  മെല്ലെ തീരമിതിലോളങ്ങളോളങ്ങളായി നീ വരൂ…  ഉയിരിൽ തലോടിടും  ഉയിരായിടും നാം..  നാമൊരു നാൾ കിനാക്കടലിൽ  ചെന്നണയുമിരുനിലാനദിയായ്..    ആരും.. കാണാ… ഹൃദയതാരമതിൽ  ഉരുകി നാമന്നാരും.. കേൾക്കാ… പ്രണയാജാലകഥ  പലവുരു തുടരുമോ…,Non-sarcastic
ee dislike adichavanuu asooya allathe vere onum illlaa,Non-sarcastic
"Raju kadha paranjal entha, trailer kidukkiyello",Non-sarcastic
കർത്താവേ ഇത് എന്തോന്നടെ... പൊളി ആണല്ലോ. മലയാളം പടം now വേറെ ലെവൽ,Non-sarcastic
ഉയിരിൽ തൊടും തളിർ\r വിരലാവണേ നീ.\r അരികേ നടക്കണേ. അലയും\r ചുടുകാറ്റിനു കൂട്ടിണയായ്\r നാമൊരു നാൾ കിനാക്കുടിലിൽ\r ചെന്നണയുമിരുനിലാവലയായ്.\r ആരും. കാണാ… ഹൃദയതാരമതിൽ\r ഉരുകി നാമന്നാരും. കേൾക്കാ… പ്രണയാജാലകഥ\r പലവുരു പറയുമോ…\r ഉയിരിൽ തൊടും കുളിർ\r വിരലായിടാം ഞാൻ.\r അരികേ നടന്നിടാം. അലയും\r ചുടുകാറ്റിനു കൂട്ടിണയായ്\r നാമൊരു നാൾ കിനാക്കുടിലിൽ\r ചെന്നണയുമിരുനിലാവലയായ്.\r ആരും. കാണാ… ഹൃദയതാരമതിൽ\r ഉരുകി നാമന്നാരും. കേൾക്കാ… പ്രണയാജാലകഥ\r പലവുരു പറയുമോ…\r വഴിയോരങ്ങൾ തോറും\r തണലായീ പടർച്ചില്ല നീ…\r കുടയായ് നിവർന്നൂ നീ\r നോവാറാതെ തോരാതെ പെയ്കേ.\r തുഴയോളങ്ങൾ പോൽ നിൻ\r കടവത്തോന്നു ഞാൻ തൊട്ടു മെല്ലെ\r കാറ്റേ ചില്ലയിതിൽ വീശണേ\r കാറേ ഇലയിതിൽ പെയ്യണേ\r മെല്ലെ തീരമിതിലോളങ്ങളോളങ്ങളായി നീ വരൂ…\r ഉയിരിൽ തലോടിടും\r ഉയിരായിടും നാം.\r നാമൊരു നാൾ കിനാക്കടലിൽ\r ചെന്നണയുമിരുനിലാനദിയായ്.\r ആരും. കാണാ… ഹൃദയതാരമതിൽ\r ഉരുകി നാമന്നാരും. കേൾക്കാ… പ്രണയാജാലകഥ\r പലവുരു തുടരുമോ…   hit LIKE,Non-sarcastic
എന്റെ ചാനൽ ഒന്ന് സബ്സ്ക്രൈബ് ചെയ്ദു സപ്പോർട്ട് ചെയ്യാമോ ? പ്ളീസ്,Sarcastic
Ravi sir : oru yorker vannal nee enna cheyum Reply : keri irikkan parayum🤣 ...... Padam kandu super aayittunde...  Ella charactersum chrippikkunna simple nice movie....,Non-sarcastic
Trailer kandu kazhinjappozhekkum oru thriller padam full irunnu kanda feel,Non-sarcastic
ഇങ്ങള് എല്ലാം എന്താ ഇങ്ങനെ... കളഞ്ഞു പോയത് ബേറയ... ഇതിപ്പോ ഡ്യൂപിളിക്കേറ്റ് ഇട്ട് അഡ്ജസ്റ്റ് ചെയ്തേക്കുവാ... പാവത്തുങ്ങൾ....,Sarcastic
ആർക്കും വേല ചെയ്യാൻ പറ്റാത്ത കാലം അടുത്ത് വരുകയാണ്,Non-sarcastic
"ഞാൻ കണ്ടു, ആദ്യം തന്നെ...  ഞാനേ കണ്ടുള്ളൂ...  ഞാൻ മാത്രമേ കണ്ടുള്ളൂ.....  നിങ്ങൾ കണ്ടോ????",Sarcastic
ഇന്ന് ഒരുമാതിറിപ്പെട്ട birthday tribute ഒക്കെ വന്നു... But ഇതൊരു രക്ഷയില്ലാത്ത ഒന്നായി പോയി. ഇത് career  best ആയിരിക്കും എന്ന് പറയുന്നവർ ദാ ഇവിടെ...ഉലക്ക ചക്ക ചക്ക ചക്ക,Non-sarcastic
തണ്ണീർ മത്തൻ ദിനങ്ങൾ Movie kand Trailer kaanaan vannavar undo... 🤣🤣🤣,Non-sarcastic
OMG.  Looks like An Adaar movie. Katta waiting for it.,Non-sarcastic
അല്ലെങ്കിൽ തന്നെ ആരാണ് മോശം ഈ പടത്തിൽ.. ഡയറക്ടർ കിടുവാണ്..,Non-sarcastic
കണ്ടിട്ടും കണ്ടിട്ടും മതിയാവാതെ വീണ്ടും വീണ്ടും വന്ന് കാണുന്നവരുണ്ടോ എന്നേ പോലെ,Non-sarcastic
Suresh krishna and saiju kurup രണ്ടുപേരും അടിപൊളിയായിരുന്നു,Non-sarcastic
ഇത് പാറ്റൂർ ശ്രീ ബുദ്ധ എൻജിനീയർ കോളേജ് ൽ നടന്ന സംഭവം ആണലോ....,Non-sarcastic
Id kanditt bestt actor movie ormma vanna arenkilum undoo,Non-sarcastic
Ithaan ikkane megaaastar aakith Ikka uyirrrr,Non-sarcastic
Kidukachi item ait thonniyavar like adiku,Non-sarcastic
1:14 നന്നായിട്ടുണ്ട് ഇമ്മാതിരി പൊട്ടത്തരങ്ങൾ ഓക്കേ ഒന്ന് മാറ്റി പിടിക്കാമായിരുന്നു,Non-sarcastic
നിഴ മണൽ തരികൾക്ക്.ശേഷം അടുത്ത ഹിറ്റ് പാട്ട്...,Non-sarcastic
1:13  makeup illatha baby chechi...,Non-sarcastic
"2019 ഇൽ കാണുന്നവർ ഉണ്ടെങ്കിൽ ലൈക് അടിക്കുക.,",Sarcastic
Ithu Simple  AICP anu CPIM(hero) DVP anu BJP(Villain)  Tovino varum DVP Kare urutti kollum   Climax AICP election  jayikkum.....,Non-sarcastic
എന്തൊരു look എന്റമ്മച്ചി. കട്ട കലിപ്പ് look തന്നെ,Non-sarcastic
Ikka vere level ttaaaaaa.. All the best... Ithu thakarkum,Non-sarcastic
enthinaannu allukal dislike adichu koottunnathu ennu enikku manassilaavunnillaa,Non-sarcastic
പടം കണ്ട് കഴിഞ്ഞു പാട്ട് കാണുമ്പോൾ ഒടുക്കത്തെ ഫീൽ ആണ്........,Non-sarcastic
ക്ഷമ ചോദിക്കുന്നു.. എല്ലാവരും പ്രചരിപ്പിച്ചത് വിശ്വസിച്ചു.. പടം കാണും.. ഈ നല്ല പാട്ട് എത്ര മോശമായാണ് പ്രചരിപ്പിക്കപ്പെട്ടത്.. കഷ്ടമാണ് ഒരു സിനിമാ സംരഭത്തെ ഈ രീതിയിൽ ആക്രമിക്കുന്നത്..,Non-sarcastic
50 mins 159k views.. power of laletan,Non-sarcastic
Oru vattam kandittum veendum kanan vannavar like adikke...,Non-sarcastic
Prayam oru number maathram thalivaa,Non-sarcastic
Ee pattu dhivasavum kelkan vere mood anne,Non-sarcastic
എനിക്ക് തോന്നുന്നു അബി എന്ന മിമിക്രി താരം മകന് ഷൈൻ നിഗം എന്ന പേര് ഇട്ടത് തന്നെ നല്ലൊരു നടൻ ആവാൻ ആയിരിക്കണം ഇവൻ അഭിനയിച്ച ഒരു സീൻ പോലും ബോർ അടിച്ചില്ല,Non-sarcastic
ഈ ലുക്കിൽ ഇക്കാന്റെ എൻട്രി ഒന്ന് ആലോചിച്ചു നോകിയെ ഉഫ് കട്ട വെയ്റ്റിംഗ്,Non-sarcastic
Triler kollam... but anu sithara.... kolamakum... seriel dialogu pole parayunnund anu sithara,Non-sarcastic
Eee പടം adhar ayirikum enthoke suspense ഒളിഞ്ഞു irikunu,Non-sarcastic
8നില പൊട്ടാൻ ഉള്ള അമിട്ട് റെഡി ആയല്ലോ,Non-sarcastic
Appol Ee onAm thinne Ittivhenday Vaka oru Sample Vedikettu Undakumm   LALETTAN UYYIR,Non-sarcastic
സത്യം പറഞ്ഞാൽ sandhoshettante പാട്ട് ആണ് നല്ലത്,Sarcastic
Agne aaro oraal alla.... Nte ettan🤩.... Lalettan 🤗🤗🤗,Non-sarcastic
Oru doubt police akanamenkil ee disability ollavark pattuoo,Non-sarcastic
Mammokka love from Tamil Nadu,Non-sarcastic
ഒരു സംശയവും വേണ്ട പടം തകർക്കും,Non-sarcastic
Ee visula marakrille alla.ore english movie de trailer aane.but dailogue same ane,Non-sarcastic
trailer polichu release date ennaa ?,Non-sarcastic
എനി വരാനുള്ളത് അവനാണ് അസുരൻമമ്മൂക്കയെ കറുപ്പിൽ കാണാൻ ഒരു പ്രത്യേക ഭംഗിയാണ്,Non-sarcastic
ഇതു പോലെ അരാജകത്വജീവിതത്തെ ഉദാത്തവൽക്കരിച്ച് ആഘോഷിക്കുന്ന ചിത്രങ്ങൾ നല്കുന്ന സന്ദേശം ഭീകരം,Non-sarcastic
"ബിഗ് ബജറ്റ് സിനിമയാണോ, ഐറ്റം ഡാൻസ് അത് നിർബന്ധ..",Sarcastic
16 k..  mammooty fans thayolikal dislike pooranmar,Non-sarcastic
Direction Rajuettan aanel Standard inte glucose level high aa  Speechless,Non-sarcastic
Bgm എവിടെയൊക്കെയോ ഒരു ലൈല മോ ലൈല എന്ന ഹിന്ദി പാട്ടിന്റെ ചോവ......🤔🤔,Non-sarcastic
ചരിത്ര സിനിമകളിൽ അഭിനയിക്കാൻ ബെസ്റ്റ് മമ്മുട്ടിയാണ്.തനത് ഭാഷ ശൈലിയിലും രൂപത്തിലും അഭിനയത്തിലും മികവ് പുലർത്താൻ മമ്മുക്കയ്ക്ക് കഴിയും..(മോഹൻലാൽ  ലൗ സ്റ്റോറി അഭിനയിക്കാൻ ബെസ്റ്റ്),Sarcastic
Oru 100cr koody njnga Ing aduthu #EIDMUBARAK,Non-sarcastic
മൂകുതതി അത് ഞാനങു എടുകുവാ എനികതു വേണം,Sarcastic
Abhinayichu mikavu  thaliyichavarude sinimayannu itthu   Ithuu hit akum illangil hit akum Malayalam cinema fans.,Sarcastic
ഈ പാട്ട് അടിപൊളിയാണെന്ന്  ബോണി പറയാൻ പറഞ്ഞു,Non-sarcastic
Mammokka fan ayathil njan abhimanam kollunnu polichadukki trailor eni theataril kanam,Non-sarcastic
ആരോ ഒരാൾ അല്ല..എന്റെ ഏട്ടൻ .. My BigBrother,Non-sarcastic
ടീസർ കണ്ട് ആകെ ബേജാർ ആയിരുന്നു ഇത്‌ കണ്ടപ്പോൾ ഉറപ്പായി ബ്ലോക്ക് ബോസ്റ്റർ നേടും. നല്ല  കോമഡി ലാലിന് ഇപ്പഴും വഴങ്ങും,Non-sarcastic
ന്റെ പൊന്നോ.. പടം ഒരു രക്ഷയുമില്ല soubinikka,Non-sarcastic
1300 samoohika virudhar lalappan pans so called wastes vannu kazhinju. Teaser kananam dis like adikkanam ponam e chavali pattikalkku,Non-sarcastic
who delet madura raja trailer in youtube. yesterday kittiyirinu ippo link ullavark mathraman kanan saadikunath. wat happend,Non-sarcastic
ബ്രദേഴ്സ് ഡേ രാജുവേട്ടൻ ഇട്ടിമാണി ലാലേട്ടൻ രണ്ടുപേരും അത്യാവശ്യം കോമഡി ആയിട്ടാണ് ഇത്തവണ 🤗🤗,Sarcastic
"പഴയ legends മിക്കവരും ഈയിടെ ചെയ്ത പടങ്ങൾ കൊളിത്തിയില്ലെങ്കിൽ , മച്ചാനെ ജോഷി ക്ക് കാലത്തിനൊത്ത് എങ്ങനെ മാറാം എന്ന് നല്ലവണ്ണം അറിയാം .. \r സലാം കാശ്മീർ , ലൈല ഓ ലൈല , അവതാരം - 3 എണ്ണത്തിന്റെ ക്ഷീണം ഈ ഒരൊറ്റ ട്രൈലറിൽ പുള്ളി നികത്തി",Non-sarcastic
"Arjun reddy, kgf  ellam ang eduthu alle",Non-sarcastic
Shane machan pwoliyatta  Kismath   Ishq   Parava   Kumbalangi,Non-sarcastic
Itupolulla avasarathi ee video ivde idunnate thettano ennariyilla,Non-sarcastic
Ichayan pakkaa massdaaa I love tovino,Non-sarcastic
മുംബൈ ഫിലിം ഫെസ്റ്റിവലിൽ (മാമി) പ്രദർശിപ്പിച്ച ഗീതു മോഹൻദാസ് - നിവിൻ പോളി ചിത്രം മൂത്തോന്റെ റിവ്യൂ.,Non-sarcastic
മാമാങ്കം എന്നതിന്   ചരിത്രപരമായി ഒരു അധികാരസ്ഥാനം തട്ടിയെടുത്ത സാമൂതിരിയോടുള്ള വള്ളുവനാട്ടുകാരുടെ അടങ്ങാത്ത പകയും അവർ ചാവേറുകളിലൂടെ സാമൂതിരിയുടെ കോയ്മക്കെതിരെ  പന്ത്രണ്ടു വര്ഷംകൂടുമ്പോൾ ഉയർത്തിയ പ്രതിക്ഷേധവും പ്രതിരോധവുമാണ്. വിഷയം കർക്കശവും വൈകാരികതക്ക് ഒട്ടും പ്രസക്തിയില്ലാത്ത ഒന്നുമാണ്. മാമാങ്ക ചരിത്രത്തിൽ വടക്കന്പാട്ടുകളിൽ നിന്നു വിഭിന്നമായി ചന്ദ്രോത് പണിക്കരുടെയോ  കണ്ഠര് മേനോൻ തുടങ്ങി മറ്റേതെങ്കിലും ചാവേർ പോരാളികളുടെയോ ജീവിതമായി ബന്ധപ്പെട്ടു അധികം ഒന്നുമറിയില്ല. അത് നമ്മൾ മലയാളികളുടെ നിർഭാഗ്യം. ജാപ്പനീസ് ചലച്ചിത്രകാരൻ  അകിര കുറസോവയുടെ seven സമുറായി തുടങ്ങിയ ചിത്രങ്ങളുടെ പശ്ചാത്തല സംഗീതം ഒന്നുമതി അവയുടെ ആഴവും തീവ്രസംഘര്ഷാത്മകതയും അനുഭവിക്കാൻ. അതേപോലെ അവയിലെ  ദ്ര്ശ്യ ആവിഷ്കാരവും ഘനഗഭീരമായിരിക്കും. ഇതിലെ പാട്ടും നൃത്തവും നമ്മുടെ പഴയ കുഞ്ചാക്കോ  ചിത്രത്തിലെ നസീർ ഉമ്മർ ജോഡികളുടെ കോപ്രായത്തെ അനുസ്മരിപ്പിക്കുന്നതാണ്. ഇതില് കൂടുതൽ ചമയങ്ങളും കുറച്ചുകൂടി  സമകാലിക നൃത്ത ചുവടുകളും ഉണ്ടെന്നു മാത്രം. ഇതും മാമാങ്കത്തിലെ  ചാവേറുകളുടെ  മരണമെന്ന അലംഘനീയ വിധിയുടെ വിളയാട്ടം എന്ന കർക്കശമായ സാഹചര്യവും തമ്മിൽ എന്ത് ബന്ധം?  ഇതു ലെനിൻ രാജേന്ദ്രൻ അഭ്രപാലുകളിലേക്കു പകർത്താൻ ഇരുന്നതാണ് എന്നു കേട്ടിട്ടുണ്ട്. അദ്ദേഹം പിന്നീട് അത് ഉപേക്ഷിച്ചു. നമ്മുടെ കഷ്ടകാലം. എന്ത് പറയാൻ. ഇതുപോലുള്ള മസാലകൾ കണ്ടു കഴിയാം.,Sarcastic
Mammokkaaa katta waiting for this movie,Non-sarcastic
ടീസർ കണ്ടിട്ട് ഉഷാർക്ക് നാരങ്ങ തുഷാർക്ക് മുന്തിരിങ്ങ,Non-sarcastic
Katta waiting For this  നിവിൻ അച്ചായൻ പൊളിക്കും,Non-sarcastic
"ലാലേട്ടൻ ഒരേ പൊളി  കുർബാന കൂടി, സെമിത്തേരിയിൽ പ്രാർത്ഥിച്ചു, ഇനി 2 കിലോ പോത്തിറച്ചി വാങ്ങിച്ചു വീട്ടിൽ പോണം അതാണല്ലോ നമ്മൾ നസ്രാണീകളുടെ ഒരു ശീലം",Non-sarcastic
കണ്ണോണ്ട് ചൊല്ലണ് മിണ്ടാതെ മിണ്ടണ് കിട്ടിപ്പോയി ഇത് ഗോപി സുന്ദറിന്റെ വല്ലതും ആണോ 🤣,Sarcastic
Ee songinte link Status ittavar like here,Sarcastic
അല്ല... സത്യത്തിൽ ഇതിലാരാ നായകൻ  ആരാ... വില്ലൻ   full confusion....,Non-sarcastic
ഇത് പൊളിക്കും...അർജുൻ റെഡ്‌ഡി സ്പോട്ട് ചെയ്ത ആരേലും ഉണ്ടോ ?,Non-sarcastic
Abudabi delma malil vannavar like adiku,Non-sarcastic
IKKADE Aniyanmar pani tudangi makkale....  neerali 24 Dayz 23K like #Abtsntikl 14 Hours 43K lyk,Non-sarcastic
Trailer kollam but Tovinos dilog delivery,Non-sarcastic
#MEGASTORM IS COMING #MAMANGAM #MEGASTAR #NOVEMBER 21ONWARDS!!!!!  WAITING!!!!!!!!,Non-sarcastic
Trailer കാണാൻ വേണ്ടി urakathe kathe ninvar ലൈക്‌ adi,Non-sarcastic
Koothara mass padam.. oru simbha touch,Non-sarcastic
ഞങ്ങടെ  സ്ഥലം.. ഒടുക്കത്തെ  ഫീൽ,Non-sarcastic
Sunny chechikk vendi cash modakkum njan...,Non-sarcastic
Trailor kand 8 nilayil pottum enn thonunnu mumbathe pole tholvigal vaari kootan thudangunnu,Sarcastic
"ഞാൻ എനിക്ക് തോന്നിയ കാര്യം പറഞ്ഞോട്ടെ.. കൊല്ലരുത്. ഞാൻ ഒരു കട്ട നിവിൻ ഫാൻ ആണ്..from his very first movie. മൂത്തോൻ വരാൻ കാത്തു കാത്ത് ഇരിക്കുവരുന്നു.... പക്ഷെ trailer എന്നെ നിരാശപ്പെടുത്തി. നിവിൻ ൽ നിന്ന് പുതിയത് ആയും വ്യത്യസ്തം ആയും യാതൊരു അനുഭവവും എനിക് തോന്നിയില്ല.. മിഖായേൽ ന്റെയും കൊച്ചുണ്ണി ടെയും ഒക്കെ ഒരു ആവർത്തനം മാത്രം.. തുടർച്ച ആയുള്ള ഒരേ രീതി അഭിനയത്തിൽ നിന്നും ഗീതു മോഹൻദാസ് ന് എങ്കിലും നിവിനെ പുറത്തു കൊണ്ടു വരാൻ കഴിയും എന്ന ശുഭ പ്രതീക്ഷയിൽ ആയിരുന്നു.എല്ലാം തകർന്ന പോലെ... ഞാൻ കാത്തിരുന്നത് ""മൂത്തോനേ"" ആയിരുന്നു....നിവിനെ ആയിരുന്നില്ല.. so much disappointed.",Non-sarcastic
മഞ്ജു ചേച്ചിക്ക് പൂന്തു വിളയാടാൻ പറ്റിയ സിനിമയാണെന്ന് തോനുന്നു,Non-sarcastic
#Kalki - #TovinoThomas look Vera Level,Non-sarcastic
ആരോ ഒരാൾ അല്ല എന്റെ ഏട്ടൻ  My  Big Brother,Non-sarcastic
മോട്ടോർ വാഹന നിയമം ഭേദഗതി....കൊണ്ട് അങ്ങനെ ഒരു സിനിമയും,Non-sarcastic
Ee song kelkumbol  linenea orkunnavar onnu like adicheaa,Non-sarcastic
"കേസ് കൊടുക്കണം പിള്ളെച്ചാ... കേസ് കൊടുക്കണം. ഇന്ന് മൂക്കുത്തി പോയി, നാളെ അരഞ്ഞാണം വല്ലതും പോയാലോ",Sarcastic
Ola pola cola bola  *Mataka gatka satka Kya bol re baap*!!🤣🤣,Non-sarcastic
Dislike adikkuna naarikaludea sreadakku nee okke ethra disliker adichalum padam super hit aayerikkum,Non-sarcastic
ഇങ്ങേർ കുറെ കാലമായി fitness video കാണിച്ചു വെറുപ്പിക്കുന്നു എന്നിട്ടോ ഇന്നേവരെ തടി കുറഞ്ഞിട്ടില്ല ഇനി കുറയുകയുമില്ല ജയറാമേട്ടൻ വെറുപ്പികത്താനെ കാണിച്ചു തന്നു വെറും 2 month കൊണ്ട്  ജയറാമേട്ടൻ super ആണ് ല്ലേ lubyou,Sarcastic
മോഹൻലാൽ ഫാൻസ് ഉണ്ടെങ്കിൽ  ട്രെയ്ലർ ലൈക് ചെയ്യൂ  ..,Non-sarcastic
ഈ പാട്ടീൽ ശ്രീനാഥഭാസിയെയും മതമയെയും  ആരും ശ്രദ്ധിക്കാതെ പോയോ എന്നൊരു സംശയം,Non-sarcastic
"മരണം എന്ന മൂന്നക്ഷരത്തേ... പോരാട്ടം കൊണ്ട് ഭയപ്പെടുത്തിയ ചാവേർപടയുടെ വീരനായകന്റെ കഥ ""  ചാവേർപ്പടയുടെ മാമാങ്കം",Non-sarcastic
10 million ayannu nokkan vannavar arokke und ivide,Non-sarcastic
1.40-1.47 വരെ.  വീണ്ടും കണ്ടവർ undo?? 🤪🤪,Non-sarcastic
കൈരളി tmt പരസ്യം കണ്ടിട്ട് ഇവിടെ ട്രയ്ലർ കാണാൻ വന്നവരുണ്ടോ,Non-sarcastic
ആരോ ഒരാളല്ല.. എന്റെ ഏട്ടൻ... my big brother,Non-sarcastic
gopi anna polichu bgm BIG B ku shesham  veendum kidu,Non-sarcastic
0:29 ഉദാഹരണം സുജാതയിലെ മഞ്ജുവിന്റെ മോൾ അല്ലെ?,Non-sarcastic
മാമാങ്കം ത്തിന്റെ ഹിന്ദി TRAILER ഇറങ്ങുമ്പോൾ ആരും അവിടെ മലയാളത്തിൽ COMMENT ഇട്ട് നശിപ്പിക്കരുത്. നമ്മൾ MOHANLAL ഫാൻസും MAMMOTTY ഫാൻസുമൊക്കെ ഒരുമിച്ച് നിൽക്കാനുള്ള സമയമാണിത്. എല്ലാവരും മാമംഗവും മരക്കാരുമൊക്കെ കണ്ട് സപ്പോർട്ട് ചെയ്യണം.... LETS SHOW THE POWER OF MOLLYWOOD.....   മാമാങ്കത്തിന്റെ UPDATES ആവശ്യമുള്ളവർ INSTAGRAM ഇൽ  @FILM.FORT FOLLOW ചെയ്യുക...,Sarcastic
"0:54, 0:56 sunny Chechi  fans like adida....",Non-sarcastic
കട്ട അച്ചായൻ ഫാൻസ് ലൈക് ബട്ടൻ അടിച്ചു തൂഫാൻ ആക്കിയെക്കു,Non-sarcastic
Ettan fans like adiii..,Non-sarcastic
Iniya but the song disappointing,Sarcastic
Ee padam release day kandath njan mathramano. Chumma thonniyappam poyi Kandatha 1st day enthayalum othiri ishtapettu padam kidukki....,Non-sarcastic
Big B  ANNUM INNUM INI ENNUM  Mammookka Thenne aan,Non-sarcastic
മറ്റേ ആൾക്ക് cris gale ന്റെ ഒരു കട്ട് ഉണ്ട്,Non-sarcastic
കണ്ടിട്ട് അ അഭിപ്രായം പറയൂ   SHYLOCK &BIG BROTHER,Non-sarcastic
"ആറ്റിലും പുഴയിലും പറമ്പിലും തുണിക്കിടയിലും ദേഹത്തും തിരഞ്ഞു പിന്നെ കിളിവാതിൽ, ബെഡ്‌റൂം, വാതിൽ പടി..  ഫ്രം ദി അവയ്‌ലബിൾ എവിഡൻസ്. അവൾ ആരുടേയോ ഒപ്പം കറങ്ങുകയും പിന്നീട് രഹസ്യത്തിൽ ശാരീരിക ബന്ധത്തിൽ ഏർപ്പെട്ടു എന്ന് കാണാം. 5.11 ഇഞ്ച് ഉള്ള പെൺകുട്ടിയുടെ മൂക്കിനോട് ആ വിധത്തിൽ ഏർപ്പെട്ടവൻ കുറിയവനും, വൈകൃത പ്രകൃതനും ആവും. രാജ്ഞി ആയ സ്‌ഥിതിക്ക് ആ വിധം സ്വാധീനം ഉള്ള ആൾ ആവണം കാമുകൻ. രഹസ്യ ഭാഗത്തോ വായിലോ മുറിവേറ്റ് ചികിത്സ തേടിയ ഒരു വാമനൻ ആണ് അക്രമി. ഏതായാലും മോതിരം ടിയാന്റെ വായ് പെട്ട് എന്നാണ് ഫൈൻഡിങ്..  ഉണ്ണി മുകുന്ദൻ ആവാൻ തരമില്ല.. ചെന്നിത്തല എങ്ങാനും ആവോ",Sarcastic
Ee movieyil Shanett chunk frndine ishtapaettavar aarokkeyund.pulli kidukii,Non-sarcastic
മാങ്ങാത്തൊലി പടം... പിള്ളേരെ നേര് മാർഗ്ഗം ദൈവ വിശ്വാസത്തിൽ വളരേണ്ട സാഹചര്യമൊരുക്.. മുതിർന്ന ക്ണാപ്പൻമാരെ.,Non-sarcastic
Innale kandu Ippm itha second show kandodirikinnu,Non-sarcastic
Ikkante dialoge alla ethu ambilada sounda,Sarcastic
